Family	scientificName	age	Latitude	Longitude	p_lng_MERDITH2021	p_lat_MERDITH2021	p_lng_PALEOMAP	p_lat_PALEOMAP	p_lng_MATTHEWS2016_pmag_ref	p_lat_MATTHEWS2016_pmag_ref	range_p_lat	max_dist
Rhincodontidae	Rhincodon typus	28.636	40.22	-74.012	-60.1266	36.1338	-67.585	39.9223	-61.5422	35.326	4.5963	777.8
Orectolobidae	Squatiscyllium casieri	51.9	32.905	-6.925	-1.8304	20.9235	-8.4406	27.1207	-2.8682	20.2739	6.8468	960.516
Orectolobidae	Squatiscyllium nigeriensis	53.501	24.351	74.91	70.1888	-5.4447	65.1392	-3.3331	70.033	-3.9536	2.1116	607.146
Orectolobidae	Squatiscyllium nigeriensis	57.6	24.351	74.91	68.8778	-10.4234	63.7822	-8.473	68.8829	-9.6028	1.9504	599.704
Orectolobidae	Squatiscyllium nigeriensis	57.6	16.158	5.328	6.7704	2.2612	0.2119	7.8948	6.5108	1.5343	6.3605	991.249
Orectolobidae	Squatiscyllium nigeriensis	57.6	13.754	5.657	6.7131	-0.1631	0.1665	5.4703	6.509	-0.8906	6.3609	995.955
Orectolobidae	Squatiscyllium sp.	44.4	31.294	-8.073	-3.9551	19.7259	-10.4174	27.1474	-5.6802	20.7848	7.4215	1053.88
Orectolobidae	Squatiscyllium sp.	51.9	14.475	-14.453	-12.5088	4.226	-18.9769	10.1543	-12.905	3.2216	6.9327	1018.801
Stegostomatidae	Stegostoma sp.	35.951	29.264	30.023	29.4164	17.804	26.0236	24.5596	28.4349	21.4402	6.7556	826.677
Stegostomatidae	Stegostoma sp.	35.951	29.264	30.023	29.4164	17.804	26.0236	24.5596	28.4349	21.4402	6.7556	826.677
Stegostomatidae	Stegostoma sp.	35.951	29.471	30.624	29.9606	18.0253	26.6078	24.7473	28.9823	21.681	6.722	821.36
Stegostomatidae	Stegostoma sp.	31	21	57.004	53.1507	10.4553	50.3054	13.7256	52.9996	12.9408	3.2703	476.233
Stegostomatidae	Stegostoma tethysiensis	39.501	33.844	9.4	11.3857	20.9328	6.2065	29.2858	9.3363	24.4684	8.353	1062.187
