Order	Family	Genus	Species	Reported as	Earliest Age	Latest Age	Stratigraphic age	Country	Paleobiogeography_all	Paleobiogeography	Latitude	Longitude	References
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma angolense		56	47.801	Ypresian	Morocco	Tethys	Tethys	31.1728205	-7.3362482	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma angolense		47.8	41.001	Lutetian	Angola	Eastern Atlantic	Outside_Tethys	-5.056395	12.3211749	Dartevelle & Casier (1943, 1959)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma angolense		47.8	41.001	Lutetian	Angola	Eastern Atlantic	Outside_Tethys	-5.14	12.08	Dartevelle & Casier (1943)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma angolense		47.8	41.001	Lutetian	Barbados	Western Atlantic	Outside_Tethys	13.13333	-59.53333	Casier (1958, 1966)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma angolense		47.8	41.001	Lutetian	Guinea-Bissau	Eastern Atlantic	Outside_Tethys	11.815215	-15.2351044	Cappetta (2012)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma angolense	Ginglymostoma sp.	56	47.801	Ypresian	India	Western Indo-Pacific	Outside_Tethys	27.14645	70.42643	Kumar et al. (2007)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma angolense		47.8	41.001	Lutetian	Togo	Eastern Atlantic	Outside_Tethys	8.7800265	1.0199765	Cappetta & Traverse (1988)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma angolense	Ginglymostoma aff. angolense	47.8	41.001	Lutetian	Morocco	Tethys	Tethys	31.2942606	-8.0729435	Tabuce et al. (2005)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma botmaense		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma botmaense		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma botmaense		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma botmaense		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma botmaense		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	31.3927514	-9.4133525	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma botmaense		72.1	66.001	Maastrichtian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma botmaense		72.1	70.101	Maastrichtian (Lower)	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma chenanei		59.2	56.001	Thanetian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum		0.126	0.0119	Upper Pleistocene	United States	Western Atlantic	Outside_Tethys	31.9659249	-81.0718928	Hulbert & Pratt (1998)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma cuspidata		70.1	66.001	Maastrichtian (Upper)	United States	Western Atlantic	Outside_Tethys	40.0654375	-74.5226681	Case et al. (2001b)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma dartevellei		61.6	59.201	Selandian	Angola	Eastern Atlantic	Outside_Tethys	-5.14	12.08	Casier (1946); also Dartevelle & Casier (1943), Leriche (1927c)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei		23.03	15.971	Aquitanian-Burdigalian	France	Tethys	Tethys	46.603354	-0.5958896	Priem (1914), Rocher (2002)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei		23.03	15.971	Aquitanian-Burdigalian	Portugal	Tethys	Tethys	37.2923713	-8.8648353	Antunes et al. (1981)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei		23.03	5.334	Miocene	Spain	Tethys	Tethys	41.3214217	1.7234463	Bauza-Rullan (1971)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei		15.97	13.821	Langhian	France	Tethys	Tethys	43.4494223	3.6147598	Cappetta (1970a)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei	Ginglymostoma miqueli	15.97	13.821	Langhian	France	Tethys	Tethys	43.2900051	3.1279229	Priem (1904)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei	Ginglymostoma sp.	15.97	11.621	Langhian-Serravallian	Hungary	Tethys	Tethys	47.0054415	17.4545594	Szabó et al. (2023)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei		15.97	11.621	Langhian-Serravallian	Portugal	Tethys	Tethys	39.6621648	-8.1353519	Antunes (1972b)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei		15.97	13.821	Langhian	Austria	Tethys	Tethys	47.59397	14.12456	Hiden (1995)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei		11.62	2.589	Miocene (Upper) - Pliocene	Costa Rica	Western Atlantic	Outside_Tethys	10.03956	-83.54452	Laurito Mora (1999)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei		23.03	15.971	Aquitanian-Burdigalian	Guinea-Bissau	Eastern Atlantic	Outside_Tethys	11.815215	-15.2351044	Antunes (1972b)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei		23.03	5.334	Miocene	Guinea-Bissau	Eastern Atlantic	Outside_Tethys	11.815215	-15.2351044	Antunes (1972)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei	G. delfortriei & G. cirratum	5.333	2.589	Pliocene	United States	Western Atlantic	Outside_Tethys	27.9184543	-82.3488057	Perez (2022)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei		20.44	15.971	Burdigalian	France	Tethys	Tethys	44.7294474	-0.5997267	Daimeries (1889b), Delfotrie (1870), Cahuzac et al. (2007)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma delfortriei	Ginglymostoma cristata	20.44	15.971	Burdigalian	Germany	Tethys	Tethys	48.1727446	9.8642949	Probst (1878)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma erramii		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma khouribgaense		66	59.201	Danian-Selandian	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma khouribgaense		66	61.601	Danian (Lower)	Morocco	Tethys	Tethys	31.3927514	-9.4133525	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma khouribgaense	Ginglymostoma aff. kouribgaense (sic)	56.78	55.861	Zone NP9: Thanetian-Ypresian	Algeria	Tethys	Tethys	34.7139951	7.9594181	Boulemia & Adnet (2023)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma khouribgaense		59.2	56.001	Thanetian	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma khouribgaense		59.2	56.001	Thanetian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma maghrebianum		56	47.801	Ypresian	Tunisia	Tethys	Tethys	34.315723	8.4018294	Casier (1947b)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma maroccanum		56	47.801	Ypresian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma maroccanum		56	47.801	Ypresian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma maroccanum		56	41.301	YpresianLutetian	United States	Western Atlantic	Outside_Tethys	33.733434	-86.5877653	Ebersole et al. (2019); Cicimurri & Ebersole (2016)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma maroccanum	Ginglymostoma serra	55.7	50	Wasatchian	United States	Western Atlantic	Outside_Tethys	38.4207	-77.45743	Kent et al. (1999)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma pectinatum		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	32.239034	-7.958131	Cappetta et al. (2014)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma pectinatum		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma pectinatum		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma pectinatum		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	31.3927514	-9.4133525	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma pectinatum		72.1	66.001	Maastrichtian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma serra	Ginglymostoma malembeense	20.44	15.971	Burdigalian	Angola	Eastern Atlantic	Outside_Tethys	-5.056395	12.3211749	Dartevelle & Casier (1943)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma serra	G. serra	23.03	15.971	Aquitanian-Burdigalian	Brazil	Western Atlantic	Outside_Tethys	-0.7733201	-47.1770631	Reis (2005)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma serra		23.03	2.589	Miocene-Pliocene	United States	Western Atlantic	Outside_Tethys	32.7884363	-79.9399309	Leidy (1877a)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sokotoense		59.2	56.001	Thanetian	India	Western Indo-Pacific	Outside_Tethys	24.3506874	74.9098707	Rajkumari & Prasad (2020)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sokotoense		59.2	56.001	Thanetian	Niger	Eastern Atlantic	Outside_Tethys	16.1576745	5.3282652	Cappetta (1972)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sokotoense		59.2	56.001	Thanetian	Nigeria	Eastern Atlantic	Outside_Tethys	13.7542229	5.6574918	White (1934b)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sokotoense	Ginglymostoma aff. thielense	59.2	56.001	Thanetian	Togo	Eastern Atlantic	Outside_Tethys	6.5	1.33333	Stromer (1910)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.	cf. Nebrius sp.	41	38.001	Bartonian	Spain	Tethys	Tethys	41.4774835	1.3884066	Minwer-Barakat et al. (2023)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.		13.82	11.631	Serravallian	France	Tethys	Tethys	44.550875	-0.8699921	Canevet (2011-list only)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.		15.97	11.621	Langhian-Serravallian	Germany	Tethys	Tethys	52.7992604	8.6421452	Menzel (1979)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.		38	28.101	PriabonianRupelian	Tunisia	Tethys	Tethys	33.8439408	9.400138	Sweydan et al. (2019)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.	Ginglymostoma sp.	59.2	56.001	Thanetian	India	Western Indo-Pacific	Outside_Tethys	31.0504265	77.01131440	Gupta & Kumar (2013)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.	Nebrius sp.	33.9	28.101	Rupelian	Oman	Western Indo-Pacific	Outside_Tethys	21.0000287	57.0036901	Adnet et al. (in press)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.		57.1	55.961	Zone P5/P4 (P5/P4c): Thanetian (Upper)	Togo	Eastern Atlantic	Outside_Tethys	6.5910348	1.4998082	Guinot et al. (2020)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.		41	38.001	Bartonian	United States	Western Atlantic	Outside_Tethys	31.585417	-87.590882	Ebersole et al. (2019)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.	Nebrius cf. serra	28.1	23.031	Chattian	United States	Western Atlantic	Outside_Tethys	32.99838	-80.14892	Cicimurri & Knight (2009)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.		20.44	15.971	Burdigalian	United States	Western Atlantic	Outside_Tethys	35.568176	-76.485727	Purdy et al. (2001)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.	Ginglymostoma subafricanum	55.81	54.171	Zone NP10: Ypresian (Lower)	United States	Western Atlantic	Outside_Tethys	32.0686381	-88.1325888	Case (1994)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.	Ginglymostoma subafricanum	56.78	55.861	Zone NP9: Thanetian-Ypresian	United States	Western Atlantic	Outside_Tethys	32.1776484	-88.8104195	Case (1994)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.	Ginglymostoma sp.	70.1	66.001	Maastrichtian (Upper)	United States	Western Atlantic	Outside_Tethys	33.296417	-94.1133922	Case & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.	Chiloscyllium sp.	70.1	66.001	Maastrichtian (Upper)	United States	Western Atlantic	Outside_Tethys	40.0654375	-74.5226681	Case et al. (2001b)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.		72.1	66.001	Maastrichtian	United States	Western Atlantic	Outside_Tethys	39.1278864	-76.6869128	Hartstein et al. (1999)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.		72.1	66.001	Maastrichtian	United States	Western Atlantic	Outside_Tethys	47.6201461	-100.540737	Hoganson et al. (2019)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.	cf. Ginglymostoma sp.	89.8	86.301	Coniacian	United States	Western Atlantic	Outside_Tethys	31.2638905	-98.5456116	Hamm & Cicimurri (2011) See also Meyer (1974); Welton & Farish (1993); Hamm (2009)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.	Ginglymostoma sp.	56.78	55.861	Zone NP9: Thanetian-Ypresian	Algeria	Tethys	Tethys	34.7139951	7.9594181	Boulemia & Adnet (2023)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.		72.1	70.101	Maastrichtian (Lower)	Egypt	Tethys	Tethys	26.104836	34.279764	Cappetta (1991a)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.		72.1	70.101	Maastrichtian (Lower)	Egypt	Tethys	Tethys	26.7633325	33.9383817	Cappetta (1991a)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.		33.9	28.101	Rupelian	France	Tethys	Tethys	48.4049375	2.7015872	Génault (1993)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.	Ginglymostoma aff. angolense	50.5	47.801	Ypresian (Upper NP1314)	France	Tethys	Tethys	49.5402988	3.413984	Adnet & Cappetta (2008)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma sp.	G. sp.	70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	32.239034	-7.958131	Cappetta et al. (2014)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma subafricanum	G. cf. africanum, (p. 155, pl. 6, fig. 8)	66	61.601	Danian	Belgium	Tethys	Tethys	50.4192687	3.9438128	Herman (1977)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma subafricanum		66	61.601	Danian	Morocco	Tethys	Tethys	32.239034	-7.958131	Arambourg (1952d) See also Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma subafricanum		66	61.601	Danian	Morocco	Tethys	Tethys	31.3927514	-9.4133525	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma subafricanum		66	61.601	Danian	Morocco	Tethys	Tethys	31.3927514	-9.4133525	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma subafricanum		66	61.601	Danian	Morocco	Tethys	Tethys	31.3927514	-9.4133525	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma subafricanum		66	61.601	Danian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma subafricanum		66	61.601	Danian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma subafricanum		61.6	59.201	Selandian	Angola	Eastern Atlantic	Outside_Tethys	-5.14	12.08	Leriche (1927); Dartevelle & Casier (1959)
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma subafricanum		66	61.601	Danian	United States	Western Atlantic	Outside_Tethys	35.2048883	-92.4479108	Maisch et al. (2020)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium bruxelliensis		56	47.801	Ypresian	Belgium	Tethys	Tethys	50.7737448	4.4207087	Herman (1977)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium bruxelliensis		47.8	41.001	Lutetian	Belgium	Tethys	Tethys	50.8500786	4.42793703	Herman (1977)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium bruxelliensis		47.8	41.001	Lutetian	United Kingdom	Tethys	Tethys	51.9673954	-0.4256503	Kemp et al. (1979, 1990); Ward (2016)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium bruxelliensis		47.8	41.001	Lutetian	United Kingdom	Tethys	Tethys	50.7623646	-0.8588272	Kemp et al. (1990); Ward (2016)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium hermani		66	61.601	Danian (Lower)	Denmark	Tethys	Tethys	55.2553773	12.3792675	Adolfssen & Ward (2014)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium hermani		66	61.601	Danian	Denmark	Tethys	Tethys	55.2553773	12.3792675	Adolfssen & Ward (2014)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium hermani		66	61.601	Danian	Denmark	Tethys	Tethys	55.2553773	12.3792675	Adolfssen & Ward (2014)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium hermani		66	61.601	Danian	Denmark	Tethys	Tethys	55.2553773	12.3792675	Adolfssen & Ward (2015)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium hermani		66	61.601	Danian	Denmark	Tethys	Tethys	56.973882	8.755657	Adolfssen & Ward (2015)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium hermani		76.4	72.101	Campanian (Upper)	Canada	Western Atlantic	Outside_Tethys	49.5207506	-124.6742512	Cappetta et al. (2021)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium hermani		70.1	66.001	Maastrichtian (Upper)	Denmark	Tethys	Tethys	55.2806552	12.4385941	Adolfssen & Ward (2014)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium hermani		76.4	72.101	Campanian (Upper)	Germany	Tethys	Tethys	51.9792014	7.4072483	Müller (1989)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium hermani		76.4	72.101	Campanian (Upper)	Germany	Tethys	Tethys	51.9798596	7.3121673	Müller (1989)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium hermani		76.4	72.101	Campanian (Upper)	Germany	Tethys	Tethys	53.4234661	8.4665845	Müller (1989); Hübner & Müller (2010)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.		38	33.901	Priabonian	Egypt	Tethys	Tethys	29.4706655	30.6239506	Underwood et al. (2011); Murray et al. (2010)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.		41	38.001	Bartonian	Tunisia	Tethys	Tethys	33.8439408	9.400138	Adnet et al. (2020)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.		47.8	38.001	LutetianBartonian	Egypt	Tethys	Tethys	26.2540493	29.2675469	Underwood et al. (2011)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.		47.8	41.001	Lutetian	Egypt	Tethys	Tethys	30.631747	31.9392545	Strougo et al. (2007)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.		70.1	66.001	Maastrichtian (Upper)	Senegal	Eastern Atlantic	Outside_Tethys	14.5591342	-17.1140053	Guinot et al. (2023)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.		56	47.801	Ypresian	United States	Western Atlantic	Outside_Tethys	32.958534	-80.347175	Case et al. (2015)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.	Ginglymostoma	76.4	72.101	Campanian (Upper)	United States	Western Atlantic	Outside_Tethys	34.9673902	-89.8388583	Case (1991)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.		72.1	66.001	Maastrichtian	Jordan	Tethys	Tethys	31.1667049	36.941628	Cappetta et al. (2000)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.		72.1	70.101	Maastrichtian (Lower)	Jordan	Tethys	Tethys	31.1667049	36.941628	Cappetta et al. (2000)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.	Hemiscyllium sp.	47.8	41.001	Lutetian	Morocco	Tethys	Tethys	31.2942606	-8.0729435	Tabuce et al. (2005)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.	Protospinax sp.	70.1	66.001	Maastrichtian (Upper)	Denmark	Tethys	Tethys	55.2806552	12.4385941	Adolfssen & Ward (2014)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.	Hemiscyllium sp. indet.	72.1	70.101	Maastrichtian (Lower)	Germany	Tethys	Tethys	54.4380344	13.575788	Zacke (2003)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.	Hemiscyllium sp.	72.1	70.101	Maastrichtian (Lower)	Morocco	Tethys	Tethys	30.3303913	-9.410882	Noubhani & Cappetta (1997)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium sp.	Hemiscyllium sp.	76.4	72.101	Campanian (Upper)	Spain	Tethys	Tethys	39.3260685	-4.8379791	Kriwet et al. (2007)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium tailledisensis		41	38.001	Bartonian	France	Tethys	Tethys	43.68798	-1.13729	Adnet (2006)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium tailledisensis		47.8	41.001	Lutetian	France	Tethys	Tethys	43.68798	-1.13729	Adnet (2006)
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium tailledisensis		47.8	41.001	Lutetian	France	Tethys	Tethys	45.3376699	-0.4727524	Adnet (2006)
Orectolobiformes	Orectolobiformes incert. fam.	Heterophorcynus	Heterophorcynus microdon		168.3	166.101	Bathonian	United Kingdom	Tethys	Tethys	51.806	-1.228	Underwood & Ward (2004a)
Orectolobiformes	Ginglymostomatidae	Hologinglymostoma	Hologinglymostoma jaegeri		59.2	56.001	Thanetian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Hologinglymostoma	Hologinglymostoma sp.		57.1	55.961	Zone P5/P4 (P5/P4c): Thanetian (Upper)	Togo	Eastern Atlantic	Outside_Tethys	6.5910348	1.4998082	Guinot et al. (2020)
Orectolobiformes	Orectolobiformes incert. fam.	Magistrauia	Magistrauia unicaplicata		139.4	134.701	Valanginian	France	Tethys	Tethys	43.9558248	3.8078853	Guinot et al. (2014)
Orectolobiformes	Mesiteiidae	Mesiteia	Mesiteia emiliae		100.5	93.901	Cenomanian	Lebanon	Tethys	Tethys	34.17052	35.75008	Kramberger (1885a); Cappetta (1980); Pfeil (2021)
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius bequaerti		66	61.601	Danian (Lower)	Morocco	Tethys	Tethys	31.3927514	-9.4133525	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius bequaerti		66	61.601	Danian	Morocco	Tethys	Tethys	31.3927514	-9.4133525	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius bequaerti		66	61.601	Danian	Morocco	Tethys	Tethys	31.3927514	-9.4133525	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius bequaerti		61.6	59.201	Selandian	Angola	Eastern Atlantic	Outside_Tethys	-5.14	12.08	Leriche (1919a), Dartevelle & Casier (1943, 1959)
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius bequaerti	Nebrius sp.	59.2	56.001	Thanetian	United States	Western Atlantic	Outside_Tethys	40.368322	-107.5436798	Purdy (1998)
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius obliquus		56	47.801	Ypresian	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius obliquus		56	47.801	Ypresian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius obliquus		56	47.801	Ypresian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius obliquus		56	47.801	Ypresian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius obliquus		56	47.801	Ypresian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
