Family	Genus	Species	latitude	longitude
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.712983228	152.1568344852
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7147240257	152.1503491558
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7141339479	152.1520751627
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.7084564565	153.6161883091
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.7373599721	153.6381609653
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.713754813	152.1501225145
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7128139009	152.1569748663
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7128139009	152.1569748663
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7128139009	152.1569748663
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7128139009	152.1569748663
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7128139009	152.1569748663
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.1947488968	153.5770540792
Orectolobidae	Orectolobus	Orectolobus ornatus	-25.9166667	153.2
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7096579201	152.1592874722
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7143178214	152.1508579749
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7143178214	152.1508579749
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7123765383	152.1565868686
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.6111436639	153.6284490052
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.1952017879	153.5760809287
Orectolobidae	Orectolobus	Orectolobus ornatus	-11.60173608	144.05014167
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.19473936	153.57608937
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.61081983	153.6300582501
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7174552456	152.1411117516
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.6356838369	153.6318049031
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.6358984565	153.6319375053
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7174552456	152.1411117516
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7130293949	152.1572148796
Orectolobidae	Orectolobus	Orectolobus ornatus	-27.5636583297	153.3361366667
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7144616667	152.1516721667
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.1153201525	153.4913488409
Orectolobidae	Orectolobus	Orectolobus ornatus	-30.743039943	152.9968148097
Orectolobidae	Orectolobus	Orectolobus ornatus	-27.403533	153.550881
Orectolobidae	Orectolobus	Orectolobus ornatus	-26.6146347	153.1144871
Orectolobidae	Orectolobus	Orectolobus ornatus	-30.2033311284	153.2654330041
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.9619376083	153.7122031014
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7143178214	152.1508579749
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7143178214	152.1508579749
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.36179628	153.5797766
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7128139009	152.1569748663
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7137344885	152.1519541768
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7128139009	152.1569748663
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7128139009	152.1569748663
Orectolobidae	Orectolobus	Orectolobus ornatus	-30.0179699567	153.2677667688
Orectolobidae	Orectolobus	Orectolobus ornatus	-30.0177934511	153.2688181947
Orectolobidae	Orectolobus	Orectolobus ornatus	-30.0178306102	153.2681530069
Orectolobidae	Orectolobus	Orectolobus ornatus	-30.0179235079	153.2683890412
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7128139009	152.1569748663
Orectolobidae	Orectolobus	Orectolobus ornatus	-30.1606743	153.2271521
Orectolobidae	Orectolobus	Orectolobus ornatus	-30.1606743	153.2271521
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.6130084239	153.6274607699
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.714282594	152.15060263
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7140165263	152.1503907354
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7137629335	152.155399746
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.1940220613	153.5780354137
Orectolobidae	Orectolobus	Orectolobus ornatus	-26.6146347731	153.1144870073
Orectolobidae	Orectolobus	Orectolobus ornatus	-26.5469060817	153.1078755875
Orectolobidae	Orectolobus	Orectolobus ornatus	-26.6146347	153.1144871
Orectolobidae	Orectolobus	Orectolobus ornatus	-26.614635	153.114487
Orectolobidae	Orectolobus	Orectolobus ornatus	-26.6156286311	153.11615991
Orectolobidae	Orectolobus	Orectolobus ornatus	-26.6164494465	153.1144400686
Orectolobidae	Orectolobus	Orectolobus ornatus	-27.4612883333	153.2408883333
Orectolobidae	Orectolobus	Orectolobus ornatus	-26.6153353032	153.1130158202
Orectolobidae	Orectolobus	Orectolobus ornatus	-26.8036290683	153.1438848902
Orectolobidae	Orectolobus	Orectolobus ornatus	-30.1107513159	153.2108714646
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7143178214	152.1508579749
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7143178214	152.1508579749
Orectolobidae	Orectolobus	Orectolobus ornatus	-30.2395473072	153.179922099
Orectolobidae	Orectolobus	Orectolobus ornatus	-33.5993973052	151.328792274
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.712983228	152.1568344852
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7128139009	152.1569748663
Orectolobidae	Orectolobus	Orectolobus ornatus	-28.3600216667	153.5791633333
Orectolobidae	Orectolobus	Orectolobus ornatus	-32.7128139009	152.1569748663
Orectolobidae	Orectolobus	Orectolobus parvimaculatus	-32.3352851902	115.7078982942
Orectolobidae	Orectolobus	Orectolobus parvimaculatus	-32.337164867	115.7166216063
Orectolobidae	Orectolobus	Orectolobus parvimaculatus	-32.2702212651	115.7321646324
Orectolobidae	Orectolobus	Orectolobus parvimaculatus	-32.2702212651	115.7321646324
Orectolobidae	Orectolobus	Orectolobus parvimaculatus	-32.0987461463	115.7558634686
Orectolobidae	Orectolobus	Orectolobus parvimaculatus	-32.1057884	115.7614911
Orectolobidae	Orectolobus	Orectolobus reticulatus	-12.5533194444	130.874875
Orectolobidae	Orectolobus	Orectolobus reticulatus	-12.3751533333	130.8456416667
Orectolobidae	Orectolobus	Orectolobus reticulatus	-12.4351966667	130.8294533333
Orectolobidae	Orectolobus	Orectolobus reticulatus	-12.5539916667	130.8738116667
Orectolobidae	Orectolobus	Orectolobus reticulatus	-12.4048716667	130.8129583333
Orectolobidae	Orectolobus	Orectolobus reticulatus	-12.5950662035	130.828438623
Orectolobidae	Orectolobus	Orectolobus reticulatus	-12.4434765521	130.9564500585
Orectolobidae	Orectolobus	Orectolobus reticulatus	-12.4615956762	130.8749190496
Orectolobidae	Orectolobus	Orectolobus wardi	-20.3078827784	118.5791148548
Orectolobidae	Orectolobus	Orectolobus wardi	-21.924144	114.182113
Orectolobidae	Orectolobus	Orectolobus wardi	-21.9516116054	114.149723039
Orectolobidae	Orectolobus	Orectolobus wardi	-21.9981512909	114.1267783124
Orectolobidae	Orectolobus	Orectolobus wardi	-23.0523983263	113.7007600582
Orectolobidae	Orectolobus	Orectolobus wardi	-21.4699705993	114.9762612537
Orectolobidae	Orectolobus	Orectolobus wardi	-21.8276149344	114.183454747
Orectolobidae	Orectolobus	Orectolobus wardi	-20.2934803564	118.5613603529
Orectolobidae	Orectolobus	Orectolobus wardi	-22.0204940807	114.1270528519
Orectolobidae	Orectolobus	Orectolobus wardi	-18.0036180477	122.2113940492
Orectolobidae	Orectolobus	Orectolobus wardi	-22.0997669791	113.881653814
Orectolobidae	Orectolobus	Orectolobus wardi	-22.0978565	113.8881097
Orectolobidae	Orectolobus	Orectolobus wardi	-20.3045559875	118.6124731027
Orectolobidae	Orectolobus	Orectolobus wardi	-20.29732	118.622511
Orectolobidae	Orectolobus	Orectolobus wardi	-20.3023682587	118.5752296662
Orectolobidae	Orectolobus	Orectolobus wardi	-20.3054166111	118.6460149444
Orectolobidae	Orectolobus	Orectolobus wardi	-20.3045432778	118.6096049444
Orectolobidae	Orectolobus	Orectolobus wardi	-21.7996064506	114.1870379438
Orectolobidae	Orectolobus	Orectolobus wardi	-20.304864	118.609776
Orectolobidae	Orectolobus	Orectolobus wardi	-16.7621457248	122.5859792903
Orectolobidae	Orectolobus	Orectolobus wardi	-23.1552132702	113.766744859
Orectolobidae	Orectolobus	Orectolobus wardi	-20.296834	118.627789
Orectolobidae	Orectolobus	Orectolobus wardi	-20.295918	118.62648
Parascylliidae	Parascyllium	Parascyllium collare	-35.453953	150.48111
Parascylliidae	Parascyllium	Parascyllium collare	-35.2446429371	150.5389628559
Parascylliidae	Parascyllium	Parascyllium collare	-31.38	152.97
Parascylliidae	Parascyllium	Parascyllium collare	-36.4618416601	150.0681445
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-35.27296	138.444109
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-38.4089300694	145.3885740389
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-43.2804685854	147.177153917
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-41.1475625659	146.5653651405
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-38.4390182222	144.1288604722
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-38.3729591111	144.2781982222
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-38.2725116667	144.544555
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-38.429279	144.1667659722
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-38.0979943343	147.5879324683
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-42.5822933406	147.9132870957
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-42.5776066622	148.0633060634
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-42.577880485	148.0633562936
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-42.5638078787	148.0671090614
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-42.5771734557	148.0621194967
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-42.5865573671	148.0523238669
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-37.5155783333	149.9609816667
Parascylliidae	Parascyllium	Parascyllium ferrugineum	-38.4295083333	144.1775533333
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.283469055	144.6329498291
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.2811766962	144.6343322726
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.173206	144.8731219
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.5144695837	145.1688217177
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.2928333315	144.5022296906
Parascylliidae	Parascyllium	Parascyllium variolatum	-35.24614	138.112952
Parascylliidae	Parascyllium	Parascyllium variolatum	-35.1185095242	138.4680589455
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.2763939518	144.6222027958
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.6766988509	145.6193431188
Parascylliidae	Parascyllium	Parascyllium variolatum	-33.9920551085	122.2230839685
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.4689451893	144.0833792835
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.4685216667	144.0859666667
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.2218155961	144.7537900507
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.3557331038	144.7392395478
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.30479	144.661325
Parascylliidae	Parascyllium	Parascyllium variolatum	-35.6336167117	137.1318442391
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.0102135776	115.7480960618
Parascylliidae	Parascyllium	Parascyllium variolatum	-31.825898	115.7323552
Parascylliidae	Parascyllium	Parascyllium variolatum	-35.5280516	138.2278711
Parascylliidae	Parascyllium	Parascyllium variolatum	-35.5207066791	138.1634644031
Parascylliidae	Parascyllium	Parascyllium variolatum	-31.8259354565	115.7323270264
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.50608	145.1374971667
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.0065494819	115.7490401259
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.0052643739	115.7482248078
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.4689561427	144.1088114267
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.2912070741	144.5014300396
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.2951821847	144.6018539019
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.0064802483	115.748943669
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.0052643739	115.7482248078
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.0049732359	115.7464652787
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.0052643739	115.7482248078
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.0052643739	115.7482248078
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.0052643739	115.7482248078
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.0049732359	115.7464652787
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.0049732359	115.7464652787
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.2739705477	144.643762882
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.006260104	115.749627221
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.006260104	115.749627221
Parascylliidae	Parascyllium	Parascyllium variolatum	-31.850392494	115.7484963342
Parascylliidae	Parascyllium	Parascyllium variolatum	-31.8517249	115.7510656
Parascylliidae	Parascyllium	Parascyllium variolatum	-35.5171477274	138.157758303
Parascylliidae	Parascyllium	Parascyllium variolatum	-32.0046957687	115.7486286681
Parascylliidae	Parascyllium	Parascyllium variolatum	-35.522854	138.185421
Parascylliidae	Parascyllium	Parascyllium variolatum	-35.5527058554	138.1293837666
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.28637	144.62962
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.2887591475	144.6302794966
Parascylliidae	Parascyllium	Parascyllium variolatum	-33.8725399188	151.1876836351
Parascylliidae	Parascyllium	Parascyllium variolatum	-38.391675	144.254105
Parascylliidae	Parascyllium	Parascyllium variolatum	-33.6682521247	114.9957254201
Ginglymostomatidae	Pseudoginglymostoma	Pseudoginglymostoma brevicaudatum	-4.4160520087	39.4056309967
Ginglymostomatidae	Pseudoginglymostoma	Pseudoginglymostoma brevicaudatum	-5.4467576405	38.9980760379
Ginglymostomatidae	Pseudoginglymostoma	Pseudoginglymostoma brevicaudatum	-4.3764346075	39.7044562717
Ginglymostomatidae	Pseudoginglymostoma	Pseudoginglymostoma brevicaudatum	-4.6967816568	39.2207851878
Ginglymostomatidae	Pseudoginglymostoma	Pseudoginglymostoma brevicaudatum	-7.636254074	39.6376541604
Ginglymostomatidae	Pseudoginglymostoma	Pseudoginglymostoma brevicaudatum	-3.2646030746	40.0678176869
Ginglymostomatidae	Pseudoginglymostoma	Pseudoginglymostoma brevicaudatum	-5.5668347468	38.9522797116
Ginglymostomatidae	Pseudoginglymostoma	Pseudoginglymostoma brevicaudatum	-4.2720192155	39.4854160478
Rhincodontidae	Rhincodon	Rhincodon typus	-10.4611373493	105.7514746999
Rhincodontidae	Rhincodon	Rhincodon typus	19.8631730935	-87.2777668954
Rhincodontidae	Rhincodon	Rhincodon typus	-21.9128811267	113.9299278697
Rhincodontidae	Rhincodon	Rhincodon typus	7.7499402975	-81.6105349621
Rhincodontidae	Rhincodon	Rhincodon typus	21.8512497235	-86.8680150009
Rhincodontidae	Rhincodon	Rhincodon typus	-0.8653355918	-90.8538902123
Rhincodontidae	Rhincodon	Rhincodon typus	-10.4013904259	105.6284448007
Rhincodontidae	Rhincodon	Rhincodon typus	21.5632355348	-105.7811728617
Rhincodontidae	Rhincodon	Rhincodon typus	-10.5741315099	105.6028711744
Rhincodontidae	Rhincodon	Rhincodon typus	12.8591883364	123.5272893403
Rhincodontidae	Rhincodon	Rhincodon typus	-27.1114606169	-48.5393327568
Rhincodontidae	Rhincodon	Rhincodon typus	9.5629146775	123.3366425895
Rhincodontidae	Rhincodon	Rhincodon typus	21.7664820695	-87.3792277674
Rhincodontidae	Rhincodon	Rhincodon typus	12.9079108719	123.4787583733
Rhincodontidae	Rhincodon	Rhincodon typus	10.9077535198	-63.6104504679
Rhincodontidae	Rhincodon	Rhincodon typus	19.2221237809	-91.5354596977
Rhincodontidae	Rhincodon	Rhincodon typus	21.242280408	-86.4121484535
Rhincodontidae	Rhincodon	Rhincodon typus	21.302681	-86.727791
Rhincodontidae	Rhincodon	Rhincodon typus	21.146621	-86.877745
Rhincodontidae	Rhincodon	Rhincodon typus	-34.5561614801	173.4144681451
Rhincodontidae	Rhincodon	Rhincodon typus	-35.2823100451	174.7930334577
Rhincodontidae	Rhincodon	Rhincodon typus	20.9075397502	-86.4062552165
Rhincodontidae	Rhincodon	Rhincodon typus	33.5318759611	-118.341981432
Rhincodontidae	Rhincodon	Rhincodon typus	24.228181	-110.539627
Rhincodontidae	Rhincodon	Rhincodon typus	21.8065174772	-86.6063153406
Rhincodontidae	Rhincodon	Rhincodon typus	24.6608518194	-110.0986092226
Rhincodontidae	Rhincodon	Rhincodon typus	20.545847	-105.293055
Rhincodontidae	Rhincodon	Rhincodon typus	9.4691064321	123.3225915073
Rhincodontidae	Rhincodon	Rhincodon typus	29.028075	-113.544388
Rhincodontidae	Rhincodon	Rhincodon typus	2.0131929668	73.2825809698
Rhincodontidae	Rhincodon	Rhincodon typus	24.179331	-110.395088
Rhincodontidae	Rhincodon	Rhincodon typus	-4.4903903219	55.8300820841
Rhincodontidae	Rhincodon	Rhincodon typus	28.3611205921	-91.9750536186
Rhincodontidae	Rhincodon	Rhincodon typus	21.4422181244	-86.6402206063
Rhincodontidae	Rhincodon	Rhincodon typus	7.1050616969	125.7507453219
Rhincodontidae	Rhincodon	Rhincodon typus	0.1167123523	73.2558168422
Rhincodontidae	Rhincodon	Rhincodon typus	3.4609359656	72.7013595455
Rhincodontidae	Rhincodon	Rhincodon typus	26.90263	-111.945662
Rhincodontidae	Rhincodon	Rhincodon typus	3.4664778867	72.8329879433
Rhincodontidae	Rhincodon	Rhincodon typus	21.8847086902	-86.9331833486
Rhincodontidae	Rhincodon	Rhincodon typus	21.5538534929	-86.8083190821
Rhincodontidae	Rhincodon	Rhincodon typus	24.1895111111	-110.3596416667
Rhincodontidae	Rhincodon	Rhincodon typus	1.6295443719	-91.8432190658
Rhincodontidae	Rhincodon	Rhincodon typus	1.7537128275	-91.9125287287
Rhincodontidae	Rhincodon	Rhincodon typus	16.0353864338	-86.9630314855
Rhincodontidae	Rhincodon	Rhincodon typus	28.899479	-113.495271
Rhincodontidae	Rhincodon	Rhincodon typus	21.6245623088	-87.3113992054
Rhincodontidae	Rhincodon	Rhincodon typus	8.6515849611	126.3833563318
Rhincodontidae	Rhincodon	Rhincodon typus	20.0824705436	40.2804646988
Rhincodontidae	Rhincodon	Rhincodon typus	24.1873583333	-110.3284833333
Rhincodontidae	Rhincodon	Rhincodon typus	19.3835633084	-92.1846659491
Rhincodontidae	Rhincodon	Rhincodon typus	28.9482600492	-113.5513830185
Rhincodontidae	Rhincodon	Rhincodon typus	21.4541534936	-86.3779074382
Rhincodontidae	Rhincodon	Rhincodon typus	26.1399023043	-96.3939419604
Rhincodontidae	Rhincodon	Rhincodon typus	21.0388216158	-86.7545430143
Rhincodontidae	Rhincodon	Rhincodon typus	28.9832893714	-113.533121869
Rhincodontidae	Rhincodon	Rhincodon typus	23.8630592504	-109.6574142022
Rhincodontidae	Rhincodon	Rhincodon typus	21.441766868	-86.7289206163
Rhincodontidae	Rhincodon	Rhincodon typus	28.892553	-113.492889
Rhincodontidae	Rhincodon	Rhincodon typus	28.8932888889	-113.4942861111
Rhincodontidae	Rhincodon	Rhincodon typus	21.1006833333	-86.8416133333
Rhincodontidae	Rhincodon	Rhincodon typus	9.4542338982	123.4758487639
Rhincodontidae	Rhincodon	Rhincodon typus	28.9128539185	-113.5186582962
Rhincodontidae	Rhincodon	Rhincodon typus	28.9023972286	-113.5040473938
Rhincodontidae	Rhincodon	Rhincodon typus	-7.8893625725	39.6251456211
Rhincodontidae	Rhincodon	Rhincodon typus	-8.7704989524	119.6118988965
Rhincodontidae	Rhincodon	Rhincodon typus	21.4971987231	-86.7377004201
Rhincodontidae	Rhincodon	Rhincodon typus	21.4285400317	-86.7135681531
Rhincodontidae	Rhincodon	Rhincodon typus	24.1855845733	-110.4502316343
Rhincodontidae	Rhincodon	Rhincodon typus	9.4459111026	123.4343868851
Rhincodontidae	Rhincodon	Rhincodon typus	21.4518492778	-86.6077894051
Rhincodontidae	Rhincodon	Rhincodon typus	-21.8380553822	113.9652577533
Rhincodontidae	Rhincodon	Rhincodon typus	13.5372105236	120.8441494963
Rhincodontidae	Rhincodon	Rhincodon typus	-21.9415838286	113.9795255766
Rhincodontidae	Rhincodon	Rhincodon typus	26.5242636233	34.1867173842
Rhincodontidae	Rhincodon	Rhincodon typus	26.7769111792	-95.0554439792
Rhincodontidae	Rhincodon	Rhincodon typus	28.944202	-113.5563888
Rhincodontidae	Rhincodon	Rhincodon typus	21.6917088383	-87.1241099795
Rhincodontidae	Rhincodon	Rhincodon typus	39.4445891427	-71.0335666049
Rhincodontidae	Rhincodon	Rhincodon typus	16.1479953461	-86.959714026
Rhincodontidae	Rhincodon	Rhincodon typus	24.2842497712	-110.4702162505
Rhincodontidae	Rhincodon	Rhincodon typus	24.1795166667	-110.3741533333
Rhincodontidae	Rhincodon	Rhincodon typus	21.2366946	-86.7357679
Rhincodontidae	Rhincodon	Rhincodon typus	24.17948	-110.3741216667
Rhincodontidae	Rhincodon	Rhincodon typus	-22.691774915	113.6734794428
Rhincodontidae	Rhincodon	Rhincodon typus	-21.8465097516	113.9653017842
Rhincodontidae	Rhincodon	Rhincodon typus	21.4119549049	-86.7812642233
Rhincodontidae	Rhincodon	Rhincodon typus	-15.9225142095	-5.7067374077
Rhincodontidae	Rhincodon	Rhincodon typus	-15.9200695177	-5.6368674599
Rhincodontidae	Rhincodon	Rhincodon typus	-15.8996479624	-5.7518777602
Rhincodontidae	Rhincodon	Rhincodon typus	28.8933800384	-113.4952926636
Rhincodontidae	Rhincodon	Rhincodon typus	24.3575027733	-110.4792438604
Rhincodontidae	Rhincodon	Rhincodon typus	21.3548040766	-86.4651370967
Rhincodontidae	Rhincodon	Rhincodon typus	24.1766877247	-110.3870552363
Rhincodontidae	Rhincodon	Rhincodon typus	40.1367985936	-68.508978989
Rhincodontidae	Rhincodon	Rhincodon typus	21.3531418807	-86.7784221611
Rhincodontidae	Rhincodon	Rhincodon typus	24.1830591809	-110.3725804006
Rhincodontidae	Rhincodon	Rhincodon typus	-22.807264519	113.7695221006
Rhincodontidae	Rhincodon	Rhincodon typus	24.2408007042	-110.375354092
Rhincodontidae	Rhincodon	Rhincodon typus	24.1956287094	-110.542914029
Rhincodontidae	Rhincodon	Rhincodon typus	28.9106923512	-113.5096435557
Rhincodontidae	Rhincodon	Rhincodon typus	24.1793133333	-110.4280416667
Rhincodontidae	Rhincodon	Rhincodon typus	21.6204899117	-87.294974778
Rhincodontidae	Rhincodon	Rhincodon typus	-21.879068352	113.9675617216
Rhincodontidae	Rhincodon	Rhincodon typus	24.2721674052	-110.5633299233
Rhincodontidae	Rhincodon	Rhincodon typus	24.215657	-110.343018
Rhincodontidae	Rhincodon	Rhincodon typus	-21.8575057834	114.3091385055
Rhincodontidae	Rhincodon	Rhincodon typus	21.6844568316	-87.1679404538
Rhincodontidae	Rhincodon	Rhincodon typus	-21.7201096268	113.9634173497
Rhincodontidae	Rhincodon	Rhincodon typus	21.4432542646	-86.9117666009
Rhincodontidae	Rhincodon	Rhincodon typus	24.1851906723	-110.3782653809
Rhincodontidae	Rhincodon	Rhincodon typus	15.7137356451	-96.1706256866
Rhincodontidae	Rhincodon	Rhincodon typus	21.4400116774	-86.8531434121
Rhincodontidae	Rhincodon	Rhincodon typus	21.3923616375	-86.425271048
Rhincodontidae	Rhincodon	Rhincodon typus	21.2129633376	-86.6458710463
Rhincodontidae	Rhincodon	Rhincodon typus	24.1522412536	-110.3451987582
Rhincodontidae	Rhincodon	Rhincodon typus	40.2486266378	-68.0314439484
Rhincodontidae	Rhincodon	Rhincodon typus	21.7089644496	-86.9075364478
Rhincodontidae	Rhincodon	Rhincodon typus	21.7180941204	-86.8348725462
Rhincodontidae	Rhincodon	Rhincodon typus	2.1221797899	118.3454544589
Rhincodontidae	Rhincodon	Rhincodon typus	21.1990431098	-86.7306782906
Rhincodontidae	Rhincodon	Rhincodon typus	21.621765	-105.457677
Rhincodontidae	Rhincodon	Rhincodon typus	21.5345395346	-86.9123399713
Rhincodontidae	Rhincodon	Rhincodon typus	21.5504507415	-86.9229345996
Rhincodontidae	Rhincodon	Rhincodon typus	-21.9496304936	113.8381594458
Rhincodontidae	Rhincodon	Rhincodon typus	24.266141787	-110.5442962563
Rhincodontidae	Rhincodon	Rhincodon typus	-21.899822781	113.8194444323
Rhincodontidae	Rhincodon	Rhincodon typus	28.8923714	-113.49185064
Rhincodontidae	Rhincodon	Rhincodon typus	26.011985	-111.317253
Rhincodontidae	Rhincodon	Rhincodon typus	28.9005337405	-113.5122871399
Rhincodontidae	Rhincodon	Rhincodon typus	28.8958448148	-113.4930181503
Rhincodontidae	Rhincodon	Rhincodon typus	28.8942667634	-113.5086393356
Rhincodontidae	Rhincodon	Rhincodon typus	21.5267915433	-86.7624303178
Rhincodontidae	Rhincodon	Rhincodon typus	28.8957047281	-113.499732518
Rhincodontidae	Rhincodon	Rhincodon typus	1.6656297537	118.2695415445
Rhincodontidae	Rhincodon	Rhincodon typus	28.8463853966	-113.4098115714
Rhincodontidae	Rhincodon	Rhincodon typus	28.92778635	-113.5445995399
Rhincodontidae	Rhincodon	Rhincodon typus	2.6491941965	104.0033397937
Rhincodontidae	Rhincodon	Rhincodon typus	-3.2228924048	134.8248267244
Rhincodontidae	Rhincodon	Rhincodon typus	9.5422288437	123.2426085973
Rhincodontidae	Rhincodon	Rhincodon typus	-7.8489532218	39.7151689229
Rhincodontidae	Rhincodon	Rhincodon typus	21.5962484861	-86.0593914537
Rhincodontidae	Rhincodon	Rhincodon typus	21.5322106717	-86.1675728993
Rhincodontidae	Rhincodon	Rhincodon typus	21.5670299228	-86.0099062712
Rhincodontidae	Rhincodon	Rhincodon typus	31.5648059192	-114.3027448654
Rhincodontidae	Rhincodon	Rhincodon typus	24.3142332557	-110.5062812874
Rhincodontidae	Rhincodon	Rhincodon typus	39.8073996231	-71.6593792638
Rhincodontidae	Rhincodon	Rhincodon typus	24.2009766894	-110.4898659168
Rhincodontidae	Rhincodon	Rhincodon typus	24.1853116667	-110.3782116667
Rhincodontidae	Rhincodon	Rhincodon typus	21.9987076936	-86.5594930701
Rhincodontidae	Rhincodon	Rhincodon typus	-21.3655442504	112.6081669052
Rhincodontidae	Rhincodon	Rhincodon typus	-23.8118158025	35.4662260926
Rhincodontidae	Rhincodon	Rhincodon typus	28.4512920253	-112.8761875257
Rhincodontidae	Rhincodon	Rhincodon typus	-37.440458905	176.256212398
Rhincodontidae	Rhincodon	Rhincodon typus	24.2681948221	-110.5030780203
Rhincodontidae	Rhincodon	Rhincodon typus	24.2980838067	-110.4173103581
Rhincodontidae	Rhincodon	Rhincodon typus	24.2341708985	-110.4368891717
Rhincodontidae	Rhincodon	Rhincodon typus	24.2077891077	-110.4527992448
Rhincodontidae	Rhincodon	Rhincodon typus	24.3684013996	-110.5974719146
