scientificName	earliestAge	latestAge	higherGeography
Nebrius	50.5	47.801	Tethys
Nebrius	41	38.001	Outside_Tethys
Nebrius	56	47.801	Outside_Tethys
Nebrius	55.7	50	Outside_Tethys
Notoramphoscyllium	42.5	41	Outside_Tethys
Notoramphoscyllium	52.5	51	Outside_Tethys
Orecto gen. nov.1	66	61.601	Outside_Tethys
Orectoloboides	96.2	93.901	Outside_Tethys
Orectoloboides	100.5	93.901	Tethys
Orectoloboides	95.5	93.901	Tethys
Orectoloboides	41	38.001	Tethys
Orectoloboides	47.8	41.001	Tethys
Orectoloboides	28.1	23.031	Tethys
Orectoloboides	28.1	23.031	Outside_Tethys
Orectoloboides	96.2	95.501	Outside_Tethys
Orectolobus	28.1	15.971	Outside_Tethys
Orectolobus	5.333	3.601	Outside_Tethys
Orectolobus	23.03	15.971	Outside_Tethys
Orectolobus	47.8	41.001	Outside_Tethys
Palaeorhincodon	59.2	56.001	Tethys
Palaeorhincodon	56	47.801	Tethys
Palaeorhincodon	56	47.801	Tethys
Palaeorhincodon	56	47.801	Tethys
Palaeorhincodon	56	47.801	Tethys
Palaeorhincodon	56.78	55.861	Tethys
Palaeorhincodon	59.2	56.001	Tethys
Palaeorhincodon	47.8	41.001	Outside_Tethys
Palaeorhincodon	41	38.001	Outside_Tethys
Palaeorhincodon	56	47.801	Outside_Tethys
Palaeorhincodon	56	47.801	Tethys
Palaeorhincodon	56	47.801	Tethys
Palaeorhincodon	56	47.801	Tethys
Palaeorhincodon	47.8	41.001	Tethys
Palaeorhincodon	47.8	41.001	Tethys
Palaeorhincodon	47.8	41.001	Tethys
Palaeorhincodon	47.8	41.001	Tethys
Palaeorhincodon	50.5	47.801	Tethys
Palaeorhincodon	47.8	38.001	Tethys
Palaeorhincodon	55.7	50	Outside_Tethys
Paraginglymostoma	72.1	66.001	Tethys
Pararhincodon	76.4	72.101	Tethys
Pararhincodon	76.4	72.101	Tethys
Pararhincodon	76.4	72.101	Tethys
Pararhincodon	83.6	80.601	Tethys
Pararhincodon	83.6	80.601	Tethys
Pararhincodon	83.6	80.601	Tethys
Pararhincodon	83.6	80.601	Tethys
Pararhincodon	85.8	83.601	Tethys
Pararhincodon	85.8	83.601	Tethys
Pararhincodon	86.3	83.601	Tethys
Pararhincodon	92.9	91.401	Tethys
Pararhincodon	41	38.001	Tethys
Pararhincodon	47.8	41.001	Tethys
Pararhincodon	47.8	41.001	Tethys
Pararhincodon	66	61.601	Tethys
Pararhincodon	66	61.601	Tethys
Pararhincodon	66	61.601	Tethys
Pararhincodon	70.1	66.001	Tethys
Pararhincodon	70.1	66.001	Tethys
Pararhincodon	100.5	93.901	Tethys
Pararhincodon	100.5	96.201	Outside_Tethys
Pararhincodon	76.4	72.101	Tethys
Pararhincodon	76.4	72.101	Tethys
Pararhincodon	76.4	72.101	Tethys
Pararhincodon	76.4	72.101	Tethys
Pararhincodon	83.6	80.601	Tethys
Pararhincodon	83.6	80.601	Tethys
Pararhincodon	83.6	80.601	Tethys
Pararhincodon	83.6	80.601	Tethys
Pararhincodon	83.6	80.601	Tethys
Pararhincodon	85.8	83.601	Tethys
Pararhincodon	85.8	83.601	Tethys
Pararhincodon	85.8	83.601	Tethys
Pararhincodon	86.3	83.601	Tethys
Pararhincodon	92.9	91.401	Tethys
Pararhincodon	66	61.601	Tethys
Pararhincodon	66	61.601	Tethys
Pararhincodon	100.5	96.201	Tethys
Pararhincodon	100.5	96.201	Tethys
Pararhincodon	59.2	56.001	Tethys
Pararhincodon	72.1	70.101	Tethys
Pararhincodon	38	33.901	Tethys
Pararhincodon	38	33.901	Tethys
Pararhincodon	38	33.901	Tethys
Pararhincodon	47.8	38.001	Tethys
Pararhincodon	59.2	56.001	Tethys
Pararhincodon	100.5	93.901	Outside_Tethys
Pararhincodon	72.1	66.001	Outside_Tethys
Pararhincodon	83.6	72.101	Outside_Tethys
Pararhincodon	83.6	72.101	Outside_Tethys
Pararhincodon	91.4	89.801	Outside_Tethys
Pararhincodon	89.8	86.301	Tethys
Pararhincodon	95.5	93.901	Tethys
Pararhincodon	56	47.801	Tethys
Pararhincodon	56	47.801	Tethys
Pararhincodon	56	47.801	Tethys
Pararhincodon	56	47.801	Tethys
Parascyllium	47.8	41.001	Tethys
Plicatoscyllium	83.6	66.001	Outside_Tethys
Plicatoscyllium	70.1	66.001	Outside_Tethys
Plicatoscyllium	72.1	66.001	Outside_Tethys
Plicatoscyllium	72.1	66.001	Outside_Tethys
Plicatoscyllium	70.1	66.001	Outside_Tethys
